Episode,Steps Done,Steps Lost,MSE,Done Counter,Epsilon,Instant Reward,Cummulative Reward
169,299,6,6521.35693359375,17,1.3490122864393386,-139503.94347540458,-46077997.58715809
170,299,9,25235.578125,17,1.3490122864393386,8240.498136878523,-46069757.08902121
171,299,34,13656.1474609375,17,1.3490122864393386,-8490.99240419193,-46078248.081425406
172,299,9,17420.748046875,17,1.3490122864393386,-11663.551542632435,-46089911.63296804
173,299,0,1264.3544921875,17,1.3490122864393386,25535.53583288826,-46064376.09713515
174,85,2,3944.089111328125,18,1.3490122864393386,-53750.359979749075,-46118126.4571149
175,299,0,10307.8740234375,18,1.3490122864393386,-42654.950355173016,-46160781.40747007
176,299,7,130278.75,18,1.3490122864393386,-137848.20003429608,-46298629.60750437
177,299,41,7905.640625,18,1.3490122864393386,-121965.1590651419,-46420594.76656951
178,299,2,48359.66015625,18,1.3490122864393386,13958.380516453903,-46406636.386053056
179,29,0,56342.70703125,19,1.3490122864393386,-21183.90172490598,-46427820.28777796
180,299,37,8161.65869140625,19,1.3490122864393386,-26546.563291391558,-46454366.85106935
181,299,22,58607.79296875,19,1.2815616721173715,-35591.81322994208,-46489958.664299294
182,299,5,5803.65625,19,1.2815616721173715,-111788.34147628903,-46601747.005775586
183,299,48,3517.506591796875,19,1.2815616721173715,-54821.06484015232,-46656568.07061574
184,299,0,117938.3828125,19,1.2815616721173715,22700.905967623203,-46633867.164648116
185,180,32,4321.74853515625,20,1.2815616721173715,-34499.72357565198,-46668366.88822377
186,299,0,88510.4375,20,1.2815616721173715,21909.107708621064,-46646457.78051515
187,299,12,4342.224609375,20,1.2815616721173715,18912.176760338036,-46627545.60375481
188,299,15,32517.326171875,20,1.2815616721173715,17778.08897686046,-46609767.51477795
189,299,0,10448.7216796875,20,1.2815616721173715,17788.215505581273,-46591979.29927237
190,299,8,1889.6591796875,20,1.2815616721173715,-41745.23899609862,-46633724.53826847
191,299,0,2902.205810546875,20,1.2815616721173715,24915.61184652354,-46608808.92642195
192,299,1,83016.3125,20,1.2815616721173715,-29426.477737826688,-46638235.40415978
193,299,1,1002.9176635742188,20,1.2815616721173715,-64111.52080886596,-46702346.924968645
194,299,21,4654.49267578125,20,1.2815616721173715,-79690.02693304131,-46782036.95190169
195,299,42,4069.54296875,20,1.2815616721173715,686.5878914410284,-46781350.364010245
196,299,0,37881.16015625,20,1.2815616721173715,26119.466182674376,-46755230.89782757
197,299,0,1754.9554443359375,20,1.2815616721173715,24226.643672216014,-46731004.25415536
198,299,7,79743.5,20,1.2815616721173715,-218878.1963929545,-46949882.45054831
199,90,3,19698.982421875,21,1.2815616721173715,-38276.11004338223,-46988158.5605917
200,299,21,6149.79833984375,21,1.2815616721173715,13851.332725370672,-46974307.22786633
201,299,24,27384.783203125,21,1.217483588511503,-27060.524384512555,-47001367.75225084
202,277,38,3850.80859375,22,1.217483588511503,-133981.93573875207,-47135349.68798959
203,299,0,17961.283203125,22,1.217483588511503,-33107.45390854128,-47168457.14189813
204,299,44,98668.2890625,22,1.217483588511503,1755.8342084725818,-47166701.30768966
205,299,9,16795.052734375,22,1.217483588511503,-83803.59294130812,-47250504.900630966
206,299,10,7823.76708984375,22,1.217483588511503,22966.51376169598,-47227538.38686927
207,216,10,22381.501953125,23,1.217483588511503,-79626.58014637501,-47307164.96701564
208,299,0,81774.9453125,23,1.217483588511503,18908.76250544315,-47288256.2045102
209,299,31,10862.93359375,23,1.217483588511503,16488.86016572737,-47271767.34434447
210,299,36,664.2616577148438,23,1.217483588511503,-85912.25342033908,-47357679.597764805
211,299,6,3687.692626953125,23,1.217483588511503,5429.9422987952385,-47352249.65546601
212,299,25,6371.00244140625,23,1.217483588511503,15017.72373740541,-47337231.93172861
213,299,0,5895.60009765625,23,1.217483588511503,25300.581369317722,-47311931.35035929
214,299,0,16407.84375,23,1.217483588511503,-61873.35869434588,-47373804.709053636
215,299,24,2217.927978515625,23,1.217483588511503,-37301.71552801007,-47411106.42458165
216,299,8,4170.44921875,23,1.217483588511503,11071.736871541942,-47400034.68771011
217,299,0,54615.5625,23,1.217483588511503,29294.5335561048,-47370740.154154
218,299,0,94205.9296875,23,1.217483588511503,28661.75355831686,-47342078.40059569
219,299,34,4657.47998046875,23,1.217483588511503,-9619.580227397479,-47351697.980823085
220,299,0,146815.3125,23,1.217483588511503,26701.805341044474,-47324996.17548204
221,299,22,8638.1357421875,23,1.1566094090859278,-148729.1363311763,-47473725.31181322
222,299,0,1320.5430908203125,23,1.1566094090859278,21410.833380400843,-47452314.47843282
223,299,41,1558.1353759765625,23,1.1566094090859278,19724.571221122664,-47432589.9072117
224,299,0,9274.283203125,23,1.1566094090859278,27069.06907501733,-47405520.83813668
225,299,0,7741.46337890625,23,1.1566094090859278,17453.642587044815,-47388067.19554964
226,299,53,4972.52978515625,23,1.1566094090859278,-45358.80724948754,-47433426.00279912
