Episode,Steps Done,Steps Lost,MSE,Done Counter,Epsilon,Instant Reward,Cummulative Reward
274,299,1,2103.1123046875,34,0.39389678133843903,-141094.25110449846,-68670860.42566694
275,299,0,5127.26123046875,34,0.39389678133843903,25096.09338180444,-68645764.33228514
276,284,36,146823.671875,35,0.39389678133843903,-53268.13383563432,-68699032.46612076
277,299,0,1795.1376953125,35,0.39389678133843903,27964.95407619054,-68671067.51204458
278,299,0,13366.4345703125,35,0.39389678133843903,-17793.920410227118,-68688861.43245481
279,299,20,141644.203125,35,0.39389678133843903,-27745.48836461903,-68716606.92081943
280,299,18,4235.392578125,35,0.39389678133843903,25264.144849084823,-68691342.77597034
281,299,0,11996.5888671875,35,0.37420194227151704,-126045.45415956138,-68817388.2301299
282,299,9,96417.40625,35,0.37420194227151704,-45931.87997601544,-68863320.11010592
283,299,0,2964.197265625,35,0.37420194227151704,-14894.100226003024,-68878214.21033192
284,299,19,422.6490783691406,35,0.37420194227151704,24432.62561106308,-68853781.58472085
285,299,31,2260.328369140625,35,0.37420194227151704,5385.215839606756,-68848396.36888124
286,299,0,7756.79248046875,35,0.37420194227151704,-53183.32984220343,-68901579.69872345
287,299,0,77372.03125,35,0.37420194227151704,-21881.74017656513,-68923461.43890001
288,257,0,55777.98828125,36,0.37420194227151704,26486.08818812552,-68896975.35071188
289,299,0,137179.609375,36,0.37420194227151704,26957.856716391972,-68870017.49399549
290,299,36,3091.336669921875,36,0.37420194227151704,-59016.86815072709,-68929034.36214621
291,299,5,85052.4375,36,0.37420194227151704,13106.679983679474,-68915927.68216254
292,299,14,66187.6875,36,0.37420194227151704,-102692.1996393336,-69018619.88180187
293,188,32,117750.0078125,37,0.37420194227151704,-28874.591447669,-69047494.47324954
294,299,0,2474.860107421875,37,0.37420194227151704,27197.601664609196,-69020296.87158494
295,299,34,3366.271484375,37,0.37420194227151704,-77492.76842199285,-69097789.64000693
296,299,2,17183.099609375,37,0.37420194227151704,-184809.5292925986,-69282599.16929953
297,299,10,5201.05517578125,37,0.37420194227151704,26906.49417770696,-69255692.67512181
298,299,34,4099.134765625,37,0.37420194227151704,-184353.14543085283,-69440045.82055266
299,299,20,5007.69384765625,37,0.37420194227151704,22442.929526280066,-69417602.89102638
