Episode,Steps Done,MSE,Lost Counter,Done Counter,Epsilon,Instant Reward,Cummulative Reward
180,6,[8588.1416015625],105,76,5.119200830488136,982.6819329366671,-2192300.0372065837
181,8,[36202.55859375],105,77,4.863240788963729,1206.1226837934005,-2191093.9145227904
182,274,[49646.04296875],105,78,4.863240788963729,25987.60592996217,-2165106.308592828
183,5,[39037.41015625],105,79,4.863240788963729,2020.0925212380757,-2163086.21607159
184,462,[8225.576171875],105,80,4.863240788963729,22686.625607201724,-2140399.590464388
185,85,[118484.5703125],106,80,4.863240788963729,-8309.091479110106,-2148708.681943498
186,73,[14755.3408203125],106,81,4.863240788963729,8067.062524015366,-2140641.6194194825
187,274,[57618.01953125],107,81,4.863240788963729,5043.616989788297,-2135598.0024296944
188,50,[7719.5810546875],108,81,4.863240788963729,-8447.271229316004,-2144045.2736590104
189,35,[17667.091796875],108,82,4.863240788963729,4937.1337157550315,-2139108.1399432556
190,265,[41961.15234375],108,83,4.863240788963729,19595.536687923337,-2119512.6032553324
191,246,[7483.09326171875],109,83,4.863240788963729,13777.38566143205,-2105735.2175939004
192,21,[18577.4609375],109,84,4.863240788963729,2432.589248529074,-2103302.628345371
193,222,[24839.107421875],110,84,4.863240788963729,8457.373227461812,-2094845.2551179095
194,1,[58494.27734375],110,85,4.863240788963729,1611.581254575403,-2093233.673863334
195,11,[23952.232421875],110,86,4.863240788963729,2774.7289947508607,-2090458.9448685832
196,81,[6934.91455078125],111,86,4.620078749515542,-5173.596298732904,-2095632.541167316
197,12,[45815.5390625],112,86,4.620078749515542,-8776.951983654579,-2104409.4931509704
198,121,[3410.382080078125],113,86,4.620078749515542,-7741.061359250751,-2112150.5545102214
199,34,[4079.664306640625],113,87,4.620078749515542,2297.4830292325005,-2109853.071480989
